name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,brand,car_age,km_per_year,price_category
Ford Figo Diesel Titanium,2010.0,170000.0,62091.0,Diesel,Individual,Manual,Third Owner,Ford,16.0,3652.4117647058824,Budget
Ford Figo Diesel Titanium,2011.0,190000.0,90000.0,Diesel,Individual,Manual,Third Owner,Ford,15.0,5625.0,Budget
Maruti Swift Dzire VDi,2009.0,250000.0,150000.0,Diesel,Individual,Manual,Third Owner,Maruti,17.0,8333.333333333334,Budget
Mahindra Xylo E4,2009.0,229999.0,230000.0,Diesel,Individual,Manual,First Owner,Mahindra,17.0,12777.777777777777,Budget
Maruti Esteem Vxi - BSIII,2006.0,140000.0,70000.0,Petrol,Individual,Manual,Third Owner,Maruti,20.0,3333.3333333333335,Budget
Maruti Swift VDI BSIV,2017.0,600000.0,80362.0,Diesel,Individual,Manual,First Owner,Maruti,9.0,8036.2,Luxury
Hyundai i20 1.2 Sportz,2012.0,280000.0,110000.0,Petrol,Individual,Manual,Third Owner,Hyundai,14.0,7333.333333333333,Mid-Range
Chevrolet Beat Diesel LT,2012.0,150000.0,60000.0,Diesel,Individual,Manual,First Owner,Chevrolet,14.0,4000.0,Budget
Chevrolet Cruze LTZ AT,2015.0,200000.0,50000.0,Diesel,Individual,Manual,First Owner,Chevrolet,11.0,4166.666666666667,Budget
Nissan Micra XL,2014.0,210000.0,40000.0,Petrol,Individual,Manual,Second Owner,Nissan,12.0,3076.923076923077,Budget
BMW 5 Series 520d Luxury Line,2017.0,2900000.0,40000.0,Diesel,Individual,Automatic,First Owner,BMW,9.0,4000.0,Luxury
,2014.0,350000.0,60000.0,Diesel,Dealer,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Hyundai EON Era Plus Option,2014.0,265000.0,55000.0,Petrol,Dealer,Manual,First Owner,Hyundai,12.0,4230.7692307692305,Budget
Fiat Linea T Jet Emotion,2018.0,890000.0,1136.0,Petrol,Dealer,Manual,First Owner,Fiat,8.0,126.22222222222223,Luxury
,2014.0,350000.0,60000.0,Petrol,Dealer,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Ford Figo Petrol Titanium,2014.0,350000.0,43000.0,Petrol,Dealer,Manual,First Owner,Ford,12.0,3307.6923076923076,Mid-Range
Maruti Ciaz ZDi SHVS,2016.0,685000.0,60000.0,Diesel,Individual,Manual,First Owner,Maruti,10.0,5454.545454545455,Luxury
Skoda Rapid 1.5 TDI Ambition BSIV,2012.0,940000.0,2650.0,Diesel,Dealer,Manual,First Owner,Skoda,14.0,176.66666666666666,Luxury
Mahindra XUV500 W6 2WD,2017.0,1000000.0,40000.0,Diesel,Individual,Manual,First Owner,Mahindra,9.0,4000.0,Luxury
Mahindra XUV300 W8 Option,2019.0,1150000.0,70000.0,Petrol,Individual,Manual,First Owner,Mahindra,7.0,8750.0,Luxury
Maruti Ertiga SHVS ZDI,2016.0,275000.0,115962.0,Diesel,Individual,Manual,Second Owner,Maruti,10.0,10542.0,Budget
Nissan Terrano XE D,2015.0,590000.0,65000.0,Diesel,Dealer,Manual,First Owner,Nissan,11.0,5416.666666666667,Luxury
Maruti S-Cross Facelift,2017.0,800000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti,9.0,4000.0,Luxury
Hyundai i20 Magna 1.4 CRDi (Diesel),2012.0,385000.0,58000.0,Petrol,Dealer,Manual,First Owner,Hyundai,14.0,3866.6666666666665,Mid-Range
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2013.0,2000000.0,15000.0,Petrol,Individual,Automatic,First Owner,Mercedes-Benz,13.0,1071.4285714285713,Luxury
Hyundai EON Era Plus,2012.0,235000.0,54000.0,Petrol,Dealer,Manual,First Owner,Hyundai,14.0,3600.0,Budget
Volkswagen Ameo 1.5 TDI Highline,2017.0,640000.0,56000.0,Diesel,Dealer,Manual,First Owner,Volkswagen,9.0,5600.0,Luxury
Maruti Alto LX,2006.0,52000.0,120000.0,Petrol,Individual,Manual,Third Owner,Maruti,20.0,5714.285714285715,Budget
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2009.0,80000.0,90000.0,LPG,Individual,Manual,Second Owner,Maruti,17.0,5000.0,Budget
Maruti Alto LX,2014.0,140000.0,70000.0,Petrol,Individual,Manual,Second Owner,Maruti,12.0,5384.615384615385,Budget
Hyundai Verna i (Petrol),2008.0,120000.0,90000.0,Petrol,Individual,Manual,First Owner,Hyundai,18.0,4736.8421052631575,Budget
Mahindra Renault Logan 1.5 DLS,2008.0,89999.0,213000.0,Diesel,Individual,Manual,First Owner,Mahindra,18.0,11210.526315789473,Budget
Chevrolet Optra Magnum 2.0 LS BSIII,2012.0,180000.0,120000.0,Diesel,Individual,Manual,First Owner,Chevrolet,14.0,8000.0,Budget
Mahindra Scorpio S11 BSIV,2017.0,1500000.0,20000.0,Diesel,Individual,Manual,First Owner,Mahindra,9.0,2000.0,Luxury
Hyundai i20 Active 1.2 SX,2017.0,700000.0,10000.0,Petrol,Individual,Manual,First Owner,Hyundai,9.0,1000.0,Luxury
Maruti SX4 Celebration Diesel,2012.0,285000.0,80000.0,Diesel,Individual,Manual,Second Owner,Maruti,14.0,5333.333333333333,Mid-Range
Hyundai Grand i10 Magna,2015.0,390000.0,90000.0,Petrol,Individual,Manual,First Owner,Hyundai,11.0,7500.0,Mid-Range
Maruti Alto LXi BSIII,2008.0,125000.0,80000.0,Petrol,Individual,Manual,First Owner,Maruti,18.0,4210.526315789473,Budget
Maruti SX4 Zxi with Leather BSIII,2008.0,225000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti,18.0,3157.8947368421054,Budget
Hyundai i10 Era,2011.0,175000.0,139000.0,Petrol,Individual,Manual,Second Owner,Hyundai,15.0,8687.5,Budget
Toyota Innova 2.5 V Diesel 7-seater,2011.0,1075000.0,160000.0,Diesel,Individual,Manual,Second Owner,Toyota,15.0,10000.0,Luxury
Honda Mobilio V i DTEC,2014.0,300000.0,150000.0,Diesel,Individual,Manual,First Owner,Honda,12.0,11538.461538461539,Mid-Range
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2010.0,700000.0,163000.0,Diesel,Individual,Manual,Fourth & Above Owner,Toyota,16.0,9588.235294117647,Luxury
,2014.0,350000.0,60000.0,Diesel,Dealer,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Tata Indica Vista TDI LS,2011.0,120000.0,76400.0,Diesel,Individual,Manual,First Owner,Tata,15.0,4775.0,Budget
Chevrolet Beat Diesel LS,2012.0,220000.0,100000.0,Diesel,Individual,Manual,Second Owner,Chevrolet,14.0,6666.666666666667,Budget
Tata Zest Quadrajet 1.3 75PS XE,2015.0,300000.0,140000.0,Diesel,Dealer,Manual,First Owner,Tata,11.0,11666.666666666666,Mid-Range
Skoda Fabia 1.2L Diesel Ambiente,2010.0,385000.0,87000.0,Diesel,Dealer,Manual,Second Owner,Skoda,16.0,5117.64705882353,Mid-Range
Maruti 800 Std,2013.0,170000.0,70000.0,Petrol,Individual,Manual,First Owner,Maruti,13.0,5000.0,Budget
Ford Figo Petrol Titanium,2015.0,300000.0,50000.0,Petrol,Individual,Manual,Second Owner,Ford,11.0,4166.666666666667,Mid-Range
,2014.0,350000.0,60000.0,Petrol,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Honda Mobilio V i DTEC,2014.0,300000.0,150000.0,Diesel,Individual,Manual,First Owner,Honda,12.0,11538.461538461539,Mid-Range
Hyundai Grand i10 1.2 CRDi Asta,2018.0,465000.0,54000.0,Diesel,Individual,Manual,First Owner,Hyundai,8.0,6000.0,Mid-Range
Chevrolet Beat Diesel LT,2011.0,130000.0,80000.0,Diesel,Individual,Manual,Second Owner,Chevrolet,15.0,5000.0,Budget
Datsun GO Plus T Option Petrol,2018.0,434999.0,10000.0,Petrol,Individual,Manual,First Owner,Datsun,8.0,1111.111111111111,Mid-Range
Hyundai Grand i10 1.2 Kappa Asta,2018.0,500000.0,32000.0,Petrol,Individual,Manual,First Owner,Hyundai,8.0,3555.5555555555557,Luxury
Maruti Omni MPI STD BSIV,2018.0,200000.0,10000.0,Petrol,Individual,Manual,First Owner,Maruti,8.0,1111.111111111111,Budget
Maruti Baleno Alpha 1.2,2017.0,625000.0,52000.0,Petrol,Dealer,Manual,First Owner,Maruti,9.0,5200.0,Luxury
Ford Fiesta Classic 1.4 SXI Duratorq,2006.0,110000.0,120000.0,Diesel,Individual,Manual,Third Owner,Ford,20.0,5714.285714285715,Budget
Hyundai Elite i20 Asta Option BSIV,2019.0,800000.0,11240.0,Petrol,Individual,Manual,First Owner,Hyundai,7.0,1405.0,Luxury
Hyundai Grand i10 CRDi Magna,2017.0,490000.0,66000.0,Diesel,Dealer,Manual,First Owner,Hyundai,9.0,6600.0,Luxury
Maruti Ertiga SHVS ZDI,2017.0,880000.0,64000.0,Diesel,Dealer,Manual,First Owner,Maruti,9.0,6400.0,Luxury
Hyundai Santro Xing GL Plus,2013.0,290000.0,49000.0,Petrol,Individual,Manual,First Owner,Hyundai,13.0,3500.0,Mid-Range
Tata Sumo GX TC 7 Str BSIII,2006.0,115999.0,100000.0,Diesel,Individual,Manual,Second Owner,Tata,20.0,4761.9047619047615,Budget
Renault KWID RXT,2018.0,360000.0,26500.0,Petrol,Individual,Manual,First Owner,Renault,8.0,2944.4444444444443,Mid-Range
Maruti 800 AC,2002.0,65000.0,100000.0,Petrol,Individual,Manual,Second Owner,Maruti,24.0,4000.0,Budget
Maruti Vitara Brezza LDi Option,2017.0,685000.0,72000.0,Petrol,Dealer,Manual,First Owner,Maruti,9.0,7200.0,Luxury
Honda Jazz S,2009.0,300000.0,50000.0,Petrol,Individual,Manual,First Owner,Honda,17.0,2777.777777777778,Mid-Range
Hyundai i20 1.4 Sportz,2017.0,680000.0,44000.0,Diesel,Dealer,Manual,First Owner,Hyundai,9.0,4400.0,Luxury
Maruti Ertiga SHVS ZDI Plus,2017.0,1000000.0,60000.0,Diesel,Individual,Manual,Second Owner,Maruti,9.0,6000.0,Luxury
Tata Sumo SE Plus BSIII,2002.0,100000.0,120000.0,Diesel,Individual,Manual,First Owner,Tata,24.0,4800.0,Budget
Mahindra Xylo E4,2010.0,160000.0,130000.0,Diesel,Individual,Manual,First Owner,Mahindra,16.0,7647.058823529412,Budget
Maruti Swift ZDi BSIV,2017.0,450000.0,70000.0,Diesel,Individual,Manual,First Owner,Maruti,9.0,7000.0,Mid-Range
Maruti Ertiga VXI,2014.0,600000.0,20000.0,Petrol,Individual,Manual,First Owner,Maruti,12.0,1538.4615384615386,Luxury
Hyundai i20 1.4 Magna ABS,2009.0,180000.0,60000.0,Diesel,Individual,Manual,Second Owner,Hyundai,17.0,3333.3333333333335,Budget
Maruti Alto LXi,2007.0,100000.0,195000.0,Petrol,Individual,Manual,First Owner,Maruti,19.0,9750.0,Budget
Maruti Alto LXi,2010.0,120000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti,16.0,5294.117647058823,Budget
Hyundai Getz GL,2014.0,130000.0,80000.0,Petrol,Individual,Manual,Third Owner,Hyundai,12.0,6153.846153846154,Budget
Maruti Wagon R LX BS IV,2011.0,275000.0,155000.0,Petrol,Individual,Manual,First Owner,Maruti,15.0,9687.5,Budget
Mahindra Bolero Power Plus SLX,2019.0,860000.0,70000.0,Diesel,Individual,Manual,First Owner,Mahindra,7.0,8750.0,Luxury
Hyundai i20 1.2 Spotz,2018.0,650000.0,20000.0,Petrol,Individual,Manual,Second Owner,Hyundai,8.0,2222.222222222222,Luxury
Maruti Wagon R LXI Minor,2010.0,100000.0,80000.0,Petrol,Individual,Manual,Second Owner,Maruti,16.0,4705.882352941177,Budget
Maruti Alto 800 VXI,2017.0,282000.0,20000.0,Petrol,Individual,Manual,First Owner,Maruti,9.0,2000.0,Mid-Range
Hyundai i20 Asta (o),2009.0,300000.0,50000.0,Petrol,Individual,Manual,First Owner,Hyundai,17.0,2777.777777777778,Mid-Range
Hyundai i20 Asta,2010.0,270000.0,110000.0,Petrol,Individual,Manual,Second Owner,Hyundai,16.0,6470.588235294118,Budget
Hyundai Verna 1.6 SX CRDi (O),2013.0,550000.0,29000.0,Diesel,Individual,Manual,First Owner,Hyundai,13.0,2071.4285714285716,Luxury
Mahindra Xylo D2 BSIV,2013.0,450000.0,120000.0,Diesel,Individual,Manual,First Owner,Mahindra,13.0,8571.42857142857,Mid-Range
Mahindra Bolero SLX 2WD BSIII,2011.0,430000.0,70000.0,Diesel,Individual,Manual,Second Owner,Mahindra,15.0,4375.0,Mid-Range
Maruti Ertiga VXI ABS,2013.0,350000.0,40000.0,Petrol,Individual,Manual,First Owner,Maruti,13.0,2857.1428571428573,Mid-Range
Honda Brio 1.2 E MT,2017.0,495000.0,20000.0,Petrol,Individual,Manual,First Owner,Honda,9.0,2000.0,Luxury
Toyota Etios Liva G,2013.0,229999.0,50000.0,Petrol,Individual,Manual,Second Owner,Toyota,13.0,3571.4285714285716,Budget
,2014.0,350000.0,60000.0,Petrol,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Maruti Swift Dzire 1.2 Vxi BSIV,2012.0,395000.0,49000.0,Petrol,Individual,Manual,Second Owner,Maruti,14.0,3266.6666666666665,Mid-Range
Mahindra Scorpio VLS AT 2.2 mHAWK,2011.0,650000.0,70000.0,Diesel,Individual,Automatic,Second Owner,Mahindra,15.0,4375.0,Luxury
Mahindra Bolero SLX,2011.0,350000.0,90000.0,Diesel,Individual,Manual,Second Owner,Mahindra,15.0,5625.0,Mid-Range
Mahindra XUV500 W11 Option AWD,2020.0,525000.0,25000.0,Diesel,Dealer,Manual,First Owner,Mahindra,6.0,3571.4285714285716,Luxury
,2014.0,350000.0,60000.0,Petrol,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
,2014.0,350000.0,60000.0,Diesel,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Renault Duster 110PS Diesel RxL,2015.0,800000.0,15000.0,Diesel,Individual,Manual,First Owner,Renault,11.0,1250.0,Luxury
Hyundai EON Magna Plus,2018.0,229999.0,30000.0,Petrol,Individual,Manual,First Owner,Hyundai,8.0,3333.3333333333335,Budget
Maruti Wagon R VXI,2014.0,315000.0,41000.0,Petrol,Dealer,Manual,First Owner,Maruti,12.0,3153.846153846154,Mid-Range
Chevrolet Spark 1.0 LT,2012.0,125000.0,28000.0,Petrol,Individual,Manual,First Owner,Chevrolet,14.0,1866.6666666666667,Budget
Maruti Baleno Alpha,2019.0,700000.0,16000.0,Petrol,Individual,Manual,First Owner,Maruti,7.0,2000.0,Luxury
Hyundai EON 1.0 Kappa Magna Plus,2015.0,160000.0,70000.0,Petrol,Individual,Manual,First Owner,Hyundai,11.0,5833.333333333333,Budget
Ford Figo Aspire 1.2 Ti-VCT Trend,2017.0,530000.0,10832.0,Petrol,Dealer,Manual,First Owner,Ford,9.0,1083.2,Luxury
Ford Figo Aspire Facelift,2018.0,624000.0,14681.0,Diesel,Dealer,Manual,First Owner,Ford,8.0,1631.2222222222222,Luxury
,2014.0,350000.0,60000.0,Petrol,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Mahindra Bolero SLX,2016.0,585000.0,51000.0,Diesel,Individual,Manual,First Owner,Mahindra,10.0,4636.363636363636,Luxury
Hyundai Verna 1.4 VTVT,2015.0,500000.0,25000.0,Petrol,Individual,Manual,First Owner,Hyundai,11.0,2083.3333333333335,Luxury
Chevrolet Sail 1.2 LT ABS,2014.0,350000.0,30000.0,Petrol,Individual,Manual,First Owner,Chevrolet,12.0,2307.6923076923076,Mid-Range
Honda City i-DTEC SV,2014.0,495000.0,80000.0,Diesel,Dealer,Manual,First Owner,Honda,12.0,6153.846153846154,Luxury
Hyundai Grand i10 1.2 Kappa Asta,2017.0,500000.0,54000.0,Petrol,Individual,Manual,First Owner,Hyundai,9.0,5400.0,Luxury
Mahindra Bolero Power Plus Plus AC BSIV PS,2015.0,430000.0,200000.0,Diesel,Individual,Manual,First Owner,Mahindra,11.0,16666.666666666668,Mid-Range
Hyundai Grand i10 1.2 Kappa Sportz Option,2013.0,345000.0,44000.0,Petrol,Dealer,Manual,First Owner,Hyundai,13.0,3142.8571428571427,Mid-Range
Maruti Baleno Sigma 1.2,2015.0,500000.0,10000.0,Petrol,Individual,Manual,First Owner,Maruti,11.0,833.3333333333334,Luxury
Tata Tiago 1.2 Revotron XZ,2019.0,425000.0,19600.0,Petrol,Individual,Manual,First Owner,Tata,7.0,2450.0,Mid-Range
Maruti Wagon R LXI,2014.0,80000.0,40000.0,Petrol,Individual,Manual,Second Owner,Maruti,12.0,3076.923076923077,Budget
Chevrolet Beat Diesel LS,2011.0,106000.0,50000.0,Diesel,Individual,Manual,First Owner,Chevrolet,15.0,3125.0,Budget
,2014.0,350000.0,60000.0,Petrol,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Datsun GO A,2015.0,250000.0,40000.0,Petrol,Individual,Manual,Second Owner,Datsun,11.0,3333.3333333333335,Budget
Skoda Yeti Ambition 4WD,2011.0,350000.0,80000.0,Diesel,Individual,Manual,First Owner,Skoda,15.0,5000.0,Mid-Range
Maruti Zen LXi BSII,2002.0,60000.0,80000.0,Petrol,Individual,Manual,Second Owner,Maruti,24.0,3200.0,Budget
Hyundai Verna CRDi 1.6 EX,2018.0,900000.0,24000.0,Diesel,Individual,Manual,First Owner,Hyundai,8.0,2666.6666666666665,Luxury
Ford Aspire Titanium Diesel BSIV,2017.0,700000.0,21170.0,Diesel,Dealer,Manual,First Owner,Ford,9.0,2117.0,Luxury
BMW 3 Series 320d Sport,2013.0,2000000.0,167223.0,Diesel,Dealer,Automatic,First Owner,BMW,13.0,11944.5,Luxury
Maruti Ertiga SHVS ZDI Plus,2017.0,1000000.0,40000.0,Diesel,Individual,Manual,First Owner,Maruti,9.0,4000.0,Luxury
BMW X1 sDrive 20d Exclusive,2011.0,1375000.0,60000.0,Diesel,Individual,Automatic,First Owner,BMW,15.0,3750.0,Luxury
Toyota Innova Crysta 2.4 VX MT,2016.0,1800000.0,80000.0,Diesel,Dealer,Manual,First Owner,Toyota,10.0,7272.727272727273,Luxury
Chevrolet Tavera Neo 3 10 Seats BSIV,2007.0,160000.0,120000.0,Diesel,Individual,Manual,Third Owner,Chevrolet,19.0,6000.0,Budget
Mitsubishi Outlander 2.4,2012.0,525000.0,140000.0,Petrol,Individual,Automatic,First Owner,Mitsubishi,14.0,9333.333333333334,Luxury
Mahindra XUV500 W8 2WD,2012.0,850000.0,212814.0,Diesel,Dealer,Manual,First Owner,Mahindra,14.0,14187.6,Luxury
Maruti Baleno Alpha 1.3,2019.0,800000.0,30000.0,Diesel,Individual,Manual,First Owner,Maruti,7.0,3750.0,Luxury
Ford Figo Aspire 1.5 TDCi Titanium,2017.0,700000.0,88635.0,Diesel,Dealer,Manual,First Owner,Ford,9.0,8863.5,Luxury
Maruti Swift Dzire VDI,2018.0,800000.0,25000.0,Diesel,Individual,Manual,First Owner,Maruti,8.0,2777.777777777778,Luxury
Hyundai i20 1.2 Spotz,2017.0,575000.0,20000.0,Petrol,Individual,Manual,Second Owner,Hyundai,9.0,2000.0,Luxury
Renault Duster 110PS Diesel RxZ,2012.0,350000.0,110000.0,Diesel,Individual,Manual,Second Owner,Renault,14.0,7333.333333333333,Mid-Range
Maruti Swift Vdi BSIII,2008.0,250000.0,120000.0,Diesel,Individual,Manual,Third Owner,Maruti,18.0,6315.789473684211,Budget
Ford Endeavour Titanium 4X2,2011.0,600000.0,149674.0,Diesel,Dealer,Manual,First Owner,Ford,15.0,9354.625,Luxury
,2014.0,350000.0,60000.0,Diesel,Individual,Manual,Third Owner,,12.0,4615.384615384615,Mid-Range
Maruti Baleno Vxi,2006.0,275000.0,120000.0,Petrol,Individual,Manual,Third Owner,Maruti,20.0,5714.285714285715,Budget
,2014.0,350000.0,60000.0,Petrol,Individual,Manual,Second Owner,,12.0,4615.384615384615,Mid-Range
,2014.0,350000.0,60000.0,Diesel,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Maruti Wagon R VXI BS IV,2014.0,300000.0,60000.0,Petrol,Individual,Manual,Second Owner,Maruti,12.0,4615.384615384615,Mid-Range
Tata Indica LSI,2002.0,125000.0,40000.0,Petrol,Individual,Manual,First Owner,Tata,24.0,1600.0,Budget
Maruti Swift Dzire VDI,2015.0,275000.0,60000.0,Diesel,Individual,Manual,Second Owner,Maruti,11.0,5000.0,Budget
Toyota Etios Liva GD,2012.0,300000.0,50000.0,Diesel,Individual,Manual,Second Owner,Toyota,14.0,3333.3333333333335,Mid-Range
Tata Nano STD,2013.0,55000.0,25000.0,Petrol,Individual,Manual,Fourth & Above Owner,Tata,13.0,1785.7142857142858,Budget
Hyundai Grand i10 Sportz,2016.0,350000.0,25000.0,Petrol,Individual,Manual,First Owner,Hyundai,10.0,2272.7272727272725,Mid-Range
Hyundai Grand i10 1.2 CRDi Asta,2019.0,755000.0,8000.0,Diesel,Individual,Manual,First Owner,Hyundai,7.0,1000.0,Luxury
Maruti Ertiga SHVS VDI,2017.0,720000.0,60000.0,Diesel,Individual,Manual,First Owner,Maruti,9.0,6000.0,Luxury
Mahindra Bolero SLX,2006.0,229999.0,200000.0,Diesel,Individual,Manual,Third Owner,Mahindra,20.0,9523.809523809523,Budget
Mahindra Scorpio S7 140 BSIV,2018.0,1100000.0,20000.0,Diesel,Individual,Manual,First Owner,Mahindra,8.0,2222.222222222222,Luxury
Volkswagen Polo Petrol Comfortline 1.2L,2013.0,400000.0,100000.0,Petrol,Individual,Manual,First Owner,Volkswagen,13.0,7142.857142857143,Mid-Range
,2014.0,350000.0,60000.0,Petrol,Individual,Manual,Second Owner,,12.0,4615.384615384615,Mid-Range
Chevrolet Beat Diesel PS,2012.0,159000.0,68000.0,Diesel,Dealer,Manual,First Owner,Chevrolet,14.0,4533.333333333333,Budget
Maruti Swift ZXi BSIV,2017.0,550000.0,38000.0,Petrol,Dealer,Manual,First Owner,Maruti,9.0,3800.0,Luxury
Maruti Ritz VDi,2013.0,335000.0,80000.0,Diesel,Dealer,Manual,First Owner,Maruti,13.0,5714.285714285715,Mid-Range
Tata Indigo CS Emax CNG GLX,2014.0,185000.0,72000.0,CNG,Dealer,Manual,First Owner,Tata,12.0,5538.461538461538,Budget
Maruti Eeco 5 STR With AC Plus HTR CNG,2012.0,229999.0,60000.0,CNG,Dealer,Manual,First Owner,Maruti,14.0,4000.0,Budget
Maruti Estilo LXI,2014.0,225000.0,43000.0,Petrol,Dealer,Manual,First Owner,Maruti,12.0,3307.6923076923076,Budget
Maruti Swift VXI with ABS,2007.0,250000.0,120000.0,Petrol,Individual,Manual,Second Owner,Maruti,19.0,6000.0,Budget
Tata Zest Quadrajet 1.3 XM,2015.0,400000.0,100000.0,Diesel,Individual,Manual,First Owner,Tata,11.0,8333.333333333334,Mid-Range
,2014.0,350000.0,60000.0,Diesel,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Maruti Alto K10 VXI AGS Optional,2018.0,300000.0,25000.0,Petrol,Individual,Automatic,First Owner,Maruti,8.0,2777.777777777778,Mid-Range
Maruti Alto LX,2011.0,145000.0,25000.0,Petrol,Individual,Manual,First Owner,Maruti,15.0,1562.5,Budget
Maruti SX4 Vxi BSIII,2007.0,100000.0,90000.0,Petrol,Individual,Manual,Second Owner,Maruti,19.0,4500.0,Budget
Mahindra Scorpio SLE BSIV,2014.0,500000.0,70000.0,Diesel,Individual,Manual,Second Owner,Mahindra,12.0,5384.615384615385,Luxury
Hyundai Santro Xing GLS CNG,2010.0,130000.0,98000.0,CNG,Individual,Manual,Second Owner,Hyundai,16.0,5764.705882352941,Budget
Chevrolet Cruze LTZ,2010.0,240000.0,81925.0,Diesel,Individual,Manual,First Owner,Chevrolet,16.0,4819.117647058823,Budget
Ford Figo Diesel Celebration Edition,2013.0,150000.0,80000.0,Diesel,Individual,Manual,Second Owner,Ford,13.0,5714.285714285715,Budget
Renault KWID RXT Optional,2017.0,270000.0,40000.0,Petrol,Individual,Manual,First Owner,Renault,9.0,4000.0,Budget
Maruti Swift Dzire VDI,2014.0,275000.0,90000.0,Diesel,Individual,Manual,First Owner,Maruti,12.0,6923.076923076923,Budget
Hyundai EON Era Plus,2012.0,200000.0,46000.0,Petrol,Individual,Manual,First Owner,Hyundai,14.0,3066.6666666666665,Budget
Mahindra XUV500 W6 2WD,2012.0,550000.0,80000.0,Diesel,Individual,Manual,First Owner,Mahindra,14.0,5333.333333333333,Luxury
Renault KWID 1.0 RXT Optional,2018.0,325000.0,35000.0,Petrol,Individual,Manual,First Owner,Renault,8.0,3888.8888888888887,Mid-Range
,2014.0,350000.0,60000.0,Diesel,Individual,Automatic,First Owner,,12.0,4615.384615384615,Mid-Range
Mahindra XUV500 W8 2WD,2012.0,600000.0,70000.0,Diesel,Individual,Manual,First Owner,Mahindra,14.0,4666.666666666667,Luxury
,2014.0,350000.0,60000.0,Petrol,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
Maruti 800 AC,2000.0,275000.0,40000.0,Petrol,Individual,Manual,Third Owner,Maruti,26.0,1481.4814814814815,Budget
Chevrolet Tavera Neo 3 10 Seats BSIV,2010.0,300000.0,120000.0,Diesel,Individual,Manual,Third Owner,Chevrolet,16.0,7058.823529411765,Mid-Range
Ford Fiesta 1.6 ZXi Duratec,2007.0,190000.0,62091.0,Petrol,Individual,Manual,Third Owner,Ford,19.0,3104.55,Budget
Maruti Ertiga VDI,2013.0,400000.0,110000.0,Diesel,Individual,Manual,First Owner,Maruti,13.0,7857.142857142857,Mid-Range
Tata Manza Aura Quadrajet BS IV,2011.0,260000.0,97000.0,Diesel,Individual,Manual,Second Owner,Tata,15.0,6062.5,Budget
,2014.0,350000.0,60000.0,Petrol,Individual,Manual,First Owner,,12.0,4615.384615384615,Mid-Range
